id,date,matchday,home_team,away_team,home_score,away_score,status
1771528443948,2021-09-15T16:30:00Z,1,Spartak Moskva,Legia Warszawa,0.0,1.0,FINISHED
1771528443977,2021-09-16T18:45:00Z,1,Galatasaray SK,Lazio Roma,1.0,0.0,FINISHED
1771528443978,2021-09-16T18:45:00Z,1,Lokomotiv Moskva,Olympique de Marseille,1.0,1.0,FINISHED
1771528443992,2021-09-16T18:45:00Z,1,FK Crvena Zvezda,Sporting Clube de Braga,2.0,1.0,FINISHED
1771528443993,2021-09-16T18:45:00Z,1,FC Midtjylland,PFC Ludogorets Razgrad,1.0,1.0,FINISHED
1771528444007,2021-09-16T18:45:00Z,1,Bayer 04 Leverkusen,Ferencvárosi TC,2.0,1.0,FINISHED
1771528444008,2021-09-16T18:45:00Z,1,Real Betis,Celtic FC,4.0,3.0,FINISHED
1771528444022,2021-09-16T18:45:00Z,1,GNK Dinamo Zagreb,West Ham United,0.0,2.0,FINISHED
1771528444023,2021-09-16T18:45:00Z,1,Rapid Wien,KRC Genk,0.0,1.0,FINISHED
1771528443918,2021-09-16T21:00:00Z,1,Brøndby IF,AC Sparta Praha,0.0,0.0,FINISHED
1771528443919,2021-09-16T21:00:00Z,1,Rangers FC,Olympique Lyonnais,0.0,2.0,FINISHED
1771528443933,2021-09-16T21:00:00Z,1,AS Monaco FC,SK Sturm Graz,1.0,0.0,FINISHED
1771528443934,2021-09-16T21:00:00Z,1,PSV,Real Sociedad,2.0,2.0,FINISHED
1771528443949,2021-09-16T21:00:00Z,1,Leicester City,SSC Napoli,2.0,2.0,FINISHED
1771528443962,2021-09-16T21:00:00Z,1,Eintracht Frankfurt,Fenerbahçe,1.0,1.0,FINISHED
1771528443964,2021-09-16T21:00:00Z,1,Olympiakos Piraeus,Royal Antwerp FC,2.0,1.0,FINISHED
1771528443921,2021-09-30T18:45:00Z,1,Olympique Lyonnais,Brøndby IF,3.0,0.0,FINISHED
1771528443922,2021-09-30T18:45:00Z,1,AC Sparta Praha,Rangers FC,1.0,0.0,FINISHED
1771528443935,2021-09-30T18:45:00Z,1,Real Sociedad,AS Monaco FC,1.0,1.0,FINISHED
1771528443937,2021-09-30T18:45:00Z,1,SK Sturm Graz,PSV,1.0,4.0,FINISHED
1771528443950,2021-09-30T18:45:00Z,1,Legia Warszawa,Leicester City,1.0,0.0,FINISHED
1771528443951,2021-09-30T18:45:00Z,1,SSC Napoli,Spartak Moskva,2.0,3.0,FINISHED
1771528443965,2021-09-30T18:45:00Z,1,Royal Antwerp FC,Eintracht Frankfurt,0.0,1.0,FINISHED
1771528443966,2021-09-30T18:45:00Z,1,Fenerbahçe,Olympiakos Piraeus,0.0,3.0,FINISHED
1771528443980,2021-09-30T21:00:00Z,1,Olympique de Marseille,Galatasaray SK,0.0,0.0,FINISHED
1771528443981,2021-09-30T21:00:00Z,1,Lazio Roma,Lokomotiv Moskva,2.0,0.0,FINISHED
1771528443994,2021-09-30T21:00:00Z,1,PFC Ludogorets Razgrad,FK Crvena Zvezda,0.0,1.0,FINISHED
1771528443996,2021-09-30T21:00:00Z,1,Sporting Clube de Braga,FC Midtjylland,3.0,1.0,FINISHED
1771528444009,2021-09-30T21:00:00Z,1,Celtic FC,Bayer 04 Leverkusen,0.0,4.0,FINISHED
1771528444010,2021-09-30T21:00:00Z,1,Ferencvárosi TC,Real Betis,1.0,3.0,FINISHED
1771528444024,2021-09-30T21:00:00Z,1,KRC Genk,GNK Dinamo Zagreb,0.0,3.0,FINISHED
1771528444025,2021-09-30T21:00:00Z,1,West Ham United,Rapid Wien,2.0,0.0,FINISHED
1771528444012,2021-10-19T16:30:00Z,1,Celtic FC,Ferencvárosi TC,2.0,0.0,FINISHED
1771528443952,2021-10-20T16:30:00Z,1,Spartak Moskva,Leicester City,3.0,4.0,FINISHED
1771528443967,2021-10-21T18:45:00Z,1,Fenerbahçe,Royal Antwerp FC,2.0,2.0,FINISHED
1771528443982,2021-10-21T18:45:00Z,1,Lazio Roma,Olympique de Marseille,0.0,0.0,FINISHED
1771528443997,2021-10-21T18:45:00Z,1,FC Midtjylland,FK Crvena Zvezda,1.0,1.0,FINISHED
1771528443998,2021-10-21T18:45:00Z,1,PFC Ludogorets Razgrad,Sporting Clube de Braga,0.0,1.0,FINISHED
1771528444013,2021-10-21T18:45:00Z,1,Real Betis,Bayer 04 Leverkusen,1.0,1.0,FINISHED
1771528444027,2021-10-21T18:45:00Z,1,Rapid Wien,GNK Dinamo Zagreb,2.0,1.0,FINISHED
1771528443923,2021-10-21T21:00:00Z,1,Rangers FC,Brøndby IF,2.0,0.0,FINISHED
1771528443924,2021-10-21T21:00:00Z,1,AC Sparta Praha,Olympique Lyonnais,3.0,4.0,FINISHED
1771528443938,2021-10-21T21:00:00Z,1,PSV,AS Monaco FC,1.0,2.0,FINISHED
1771528443939,2021-10-21T21:00:00Z,1,SK Sturm Graz,Real Sociedad,0.0,1.0,FINISHED
1771528443954,2021-10-21T21:00:00Z,1,SSC Napoli,Legia Warszawa,3.0,0.0,FINISHED
1771528443969,2021-10-21T21:00:00Z,1,Eintracht Frankfurt,Olympiakos Piraeus,3.0,1.0,FINISHED
1771528443983,2021-10-21T21:00:00Z,1,Lokomotiv Moskva,Galatasaray SK,0.0,1.0,FINISHED
1771528444028,2021-10-21T21:00:00Z,1,West Ham United,KRC Genk,3.0,0.0,FINISHED
1771528443925,2021-11-04T18:45:00Z,1,Brøndby IF,Rangers FC,1.0,1.0,FINISHED
1771528443927,2021-11-04T18:45:00Z,1,Olympique Lyonnais,AC Sparta Praha,3.0,0.0,FINISHED
1771528443940,2021-11-04T18:45:00Z,1,AS Monaco FC,PSV,0.0,0.0,FINISHED
1771528443941,2021-11-04T18:45:00Z,1,Real Sociedad,SK Sturm Graz,1.0,1.0,FINISHED
1771528443955,2021-11-04T18:45:00Z,1,Legia Warszawa,SSC Napoli,1.0,4.0,FINISHED
