home_last5_w,home_last5_d,home_last5_l,home_last5_pts,away_last5_w,away_last5_d,away_last5_l,away_last5_pts,home_last5_all_pts,away_last5_all_pts,home_goals_for,home_goals_against,away_goals_for,away_goals_against,h2h_home_w,h2h_away_w,h2h_draw,home_days_rest,away_days_rest,home_ranking_pts,away_ranking_pts,ranking_diff,home_uefa_coef,away_uefa_coef,uefa_coef_diff,is_knockout,matchday,result,home_team,away_team,match_date,home_score,away_score
1,1,0,4,1,0,1,3,13,7,2.5,1.5,3.0,3.0,1,0,0,6,6,0,0,0,45.0,50.0,-5.0,0,1,1,AC Sparta Praha,Malmö FF,2024-08-27 21:00:00+00:00,2.0,0.0
1,0,3,3,2,0,0,6,8,10,0.75,1.75,2.5,0.0,1,0,0,6,6,0,0,0,54.0,50.0,4.0,0,1,0,FC Red Bull Salzburg,Dinamo Kiev,2024-08-27 21:00:00+00:00,1.0,1.0
1,0,1,3,0,0,0,0,9,3,3.0,1.0,0.0,0.0,0,1,0,7,7,0,0,0,50.0,55.0,-5.0,0,1,2,Qarabağ FK,GNK Dinamo Zagreb,2024-08-28 18:45:00+00:00,0.0,2.0
3,0,0,9,1,1,0,4,9,11,3.6666666666666665,0.6666666666666666,2.0,0.5,0,0,1,7,7,0,0,0,50.0,50.0,0.0,0,1,1,ŠK Slovan Bratislava,FC Midtjylland,2024-08-28 21:00:00+00:00,3.0,2.0
0,1,2,1,2,0,0,6,0,15,1.6666666666666667,2.3333333333333335,2.0,0.5,0,1,0,8,8,0,0,0,38.0,34.0,4.0,0,1,1,FK Crvena Zvezda,FK Bodø/Glimt,2024-08-28 21:00:00+00:00,2.0,0.0
1,0,0,3,0,1,0,1,6,7,3.0,1.0,1.0,1.0,0,1,0,8,8,0,0,0,42.0,50.0,-8.0,0,1,1,SK Slavia Praha,Lille OSC,2024-08-28 21:00:00+00:00,2.0,1.0
2,0,2,6,0,0,0,0,9,0,1.75,2.0,0.0,0.0,0,0,0,20,0,0,0,0,46.0,50.0,-4.0,0,1,2,BSC Young Boys,Aston Villa FC,2024-09-17 18:45:00+00:00,0.0,3.0
3,2,0,11,1,0,0,3,8,6,1.6,0.6,2.0,0.0,0,0,0,132,20,0,0,0,107.0,55.0,52.0,0,1,1,FC Bayern München,GNK Dinamo Zagreb,2024-09-17 21:00:00+00:00,9.0,2.0
3,2,0,11,0,0,0,0,9,0,2.6,1.4,0.0,0.0,0,0,0,108,0,0,0,0,128.0,50.0,78.0,0,1,1,Real Madrid CF,VfB Stuttgart,2024-09-17 21:00:00+00:00,3.0,1.0
1,1,1,4,0,0,0,0,7,0,1.0,1.3333333333333333,0.0,0.0,0,0,0,279,0,0,0,0,72.0,84.0,-12.0,0,1,2,AC Milan,Liverpool FC,2024-09-17 21:00:00+00:00,1.0,3.0
2,1,0,7,2,2,1,8,13,8,2.3333333333333335,1.0,1.6,1.0,0,0,0,21,21,0,0,0,45.0,54.0,-9.0,0,1,1,AC Sparta Praha,FC Red Bull Salzburg,2024-09-18 18:45:00+00:00,3.0,0.0
4,1,0,13,1,2,1,5,11,8,2.6,1.0,1.5,1.5,0,0,0,154,189,0,0,0,103.0,79.0,24.0,0,1,0,Manchester City FC,FC Internazionale Milano,2024-09-18 21:00:00+00:00,0.0,0.0
2,1,2,7,0,0,0,0,6,0,1.6,1.0,0.0,0.0,0,0,0,134,0,0,0,0,92.0,50.0,42.0,0,1,1,Paris Saint-Germain FC,Girona FC,2024-09-18 21:00:00+00:00,1.0,0.0
1,1,1,4,1,3,0,6,4,11,1.6666666666666667,1.6666666666666667,1.0,0.75,0,0,0,280,21,0,0,0,45.0,50.0,-5.0,0,1,1,Celtic FC,ŠK Slovan Bratislava,2024-09-18 21:00:00+00:00,5.0,1.0
1,1,2,4,1,0,2,3,3,4,1.75,1.75,1.3333333333333333,1.6666666666666667,0,0,0,21,281,0,0,0,38.0,71.0,-33.0,0,1,2,FK Crvena Zvezda,SL Benfica,2024-09-19 18:45:00+00:00,1.0,2.0
2,0,1,6,0,0,0,0,3,0,2.0,1.3333333333333333,0.0,0.0,0,0,0,280,0,0,0,0,50.0,76.0,-26.0,0,1,2,Feyenoord Rotterdam,Bayer 04 Leverkusen,2024-09-19 18:45:00+00:00,0.0,4.0
5,0,0,15,2,1,1,7,9,7,3.0,0.8,2.0,1.5,0,0,0,156,197,0,0,0,88.0,50.0,38.0,0,1,1,Club Atlético de Madrid,RB Leipzig,2024-09-19 21:00:00+00:00,2.0,1.0
1,1,3,4,0,0,0,0,8,3,0.8,1.6,0.0,0.0,0,0,0,13,11,0,0,0,54.0,50.0,4.0,0,2,2,FC Red Bull Salzburg,Stade Brestois 29,2024-10-01 18:45:00+00:00,0.0,4.0
1,3,0,6,0,0,0,0,5,3,1.25,1.0,0.0,0.0,0,0,0,14,14,0,0,0,58.0,64.0,-6.0,0,2,0,PSV,Sporting Clube de Portugal,2024-10-01 21:00:00+00:00,1.0,1.0
3,1,0,10,0,0,4,0,6,3,1.0,0.25,0.75,2.5,0,0,0,13,12,0,0,0,79.0,38.0,41.0,0,2,1,FC Internazionale Milano,FK Crvena Zvezda,2024-10-01 21:00:00+00:00,4.0,0.0
4,1,0,13,2,1,2,7,5,6,3.0,0.4,1.6,1.2,0,0,0,12,13,0,0,0,97.0,92.0,5.0,0,2,1,Arsenal FC,Paris Saint-Germain FC,2024-10-01 21:00:00+00:00,2.0,0.0
3,1,1,10,0,0,3,0,12,7,1.6,1.0,0.0,3.3333333333333335,0,0,0,13,13,0,0,0,78.0,45.0,33.0,0,2,1,Borussia Dortmund,Celtic FC,2024-10-01 21:00:00+00:00,7.0,1.0
4,0,0,12,4,1,0,13,8,9,3.5,1.0,3.0,1.6,0,0,0,13,13,0,0,0,50.0,103.0,-53.0,0,2,2,ŠK Slovan Bratislava,Manchester City FC,2024-10-01 21:00:00+00:00,0.0,4.0
4,0,1,12,1,1,2,4,7,9,2.6,1.4,1.0,1.75,0,0,0,12,14,0,0,0,98.0,46.0,52.0,0,2,1,FC Barcelona,BSC Young Boys,2024-10-01 21:00:00+00:00,5.0,0.0
2,0,1,6,0,0,0,0,7,1,1.0,1.0,0.0,0.0,0,0,0,14,12,0,0,0,50.0,72.0,-22.0,0,2,2,FK Shakhtar Donetsk,Atalanta BC,2024-10-02 18:45:00+00:00,0.0,3.0
2,0,2,6,0,0,0,0,4,3,1.5,1.5,0.0,0.0,0,0,0,13,15,0,0,0,50.0,85.0,-35.0,0,2,2,RB Leipzig,Juventus FC,2024-10-02 21:00:00+00:00,2.0,3.0
0,1,2,1,1,2,2,5,7,9,1.0,2.0,1.6,1.8,0,0,0,13,13,0,0,0,71.0,88.0,-17.0,0,2,1,SL Benfica,Club Atlético de Madrid,2024-10-02 21:00:00+00:00,4.0,0.0
1,0,0,3,0,0,0,0,6,3,3.0,0.0,0.0,0.0,0,0,0,15,13,0,0,0,55.0,50.0,5.0,0,2,0,GNK Dinamo Zagreb,AS Monaco FC,2024-10-02 21:00:00+00:00,2.0,2.0
2,0,0,6,3,2,0,11,7,11,2.0,0.5,1.8,1.0,0,0,0,15,15,0,0,0,50.0,128.0,-78.0,0,2,1,Lille OSC,Real Madrid CF,2024-10-02 21:00:00+00:00,1.0,0.0
1,1,2,4,1,0,0,3,6,3,1.0,1.75,1.0,0.0,0,0,0,20,19,0,0,0,72.0,50.0,22.0,0,3,1,AC Milan,Club Brugge KV,2024-10-22 18:45:00+00:00,3.0,1.0
1,0,0,3,0,0,5,0,4,3,2.0,1.0,0.6,2.8,0,0,0,19,20,0,0,0,50.0,38.0,12.0,0,3,1,AS Monaco FC,FK Crvena Zvezda,2024-10-22 18:45:00+00:00,5.0,1.0
1,0,0,3,0,0,1,0,6,1,1.0,0.0,0.0,2.0,0,0,0,20,20,0,0,0,50.0,50.0,0.0,0,3,1,Aston Villa FC,Bologna FC 1909,2024-10-22 21:00:00+00:00,2.0,0.0
2,1,2,7,1,1,3,4,6,3,1.2,1.0,1.0,2.4,0,0,0,21,21,0,0,0,92.0,58.0,34.0,0,3,0,Paris Saint-Germain FC,PSV,2024-10-22 21:00:00+00:00,1.0,1.0
3,2,0,11,3,1,1,10,10,12,2.6,1.6,1.8,0.8,1,0,0,20,21,0,0,0,128.0,78.0,50.0,0,3,1,Real Madrid CF,Borussia Dortmund,2024-10-22 21:00:00+00:00,5.0,2.0
4,1,0,13,1,1,2,4,8,7,2.6,0.4,1.75,2.25,0,0,0,21,20,0,0,0,97.0,50.0,47.0,0,3,1,Arsenal FC,FK Shakhtar Donetsk,2024-10-22 21:00:00+00:00,1.0,0.0
1,0,0,3,0,0,1,0,6,1,3.0,1.0,1.0,3.0,0,0,0,20,21,0,0,0,85.0,50.0,35.0,0,3,2,Juventus FC,VfB Stuttgart,2024-10-22 21:00:00+00:00,0.0,1.0
1,0,0,3,1,0,0,3,6,6,2.0,1.0,4.0,0.0,0,0,0,22,21,0,0,0,50.0,76.0,-26.0,0,3,0,Stade Brestois 29,Bayer 04 Leverkusen,2024-10-23 18:45:00+00:00,1.0,1.0
0,1,0,1,0,0,4,0,4,6,0.0,0.0,0.25,4.25,0,0,0,21,21,0,0,0,72.0,45.0,27.0,0,3,0,Atalanta BC,Celtic FC,2024-10-23 18:45:00+00:00,0.0,0.0
1,1,3,4,1,0,1,3,5,7,0.8,2.0,2.0,4.5,0,0,0,22,21,0,0,0,54.0,55.0,-1.0,0,3,2,FC Red Bull Salzburg,GNK Dinamo Zagreb,2024-10-23 21:00:00+00:00,0.0,2.0
1,1,2,4,1,0,3,3,10,3,1.75,1.5,1.5,2.0,0,0,0,21,21,0,0,0,71.0,50.0,21.0,0,3,2,SL Benfica,Feyenoord Rotterdam,2024-10-23 21:00:00+00:00,1.0,3.0
5,0,0,15,0,1,2,1,9,7,2.8,0.6,0.6666666666666666,1.6666666666666667,0,0,0,21,21,0,0,0,88.0,50.0,38.0,0,3,2,Club Atlético de Madrid,Lille OSC,2024-10-23 21:00:00+00:00,1.0,3.0
4,0,1,12,1,1,3,4,9,7,2.6,1.4,0.8,1.2,0,0,0,22,21,0,0,0,98.0,107.0,-9.0,0,3,1,FC Barcelona,FC Bayern München,2024-10-23 21:00:00+00:00,4.0,1.0
3,2,0,11,3,1,0,10,9,13,2.0,0.8,2.0,0.75,0,0,0,22,22,0,0,0,103.0,45.0,58.0,0,3,1,Manchester City FC,AC Sparta Praha,2024-10-23 21:00:00+00:00,5.0,0.0
2,0,3,6,1,3,1,6,6,8,1.4,2.2,1.2,1.2,0,0,0,22,22,0,0,0,46.0,79.0,-33.0,0,3,2,BSC Young Boys,FC Internazionale Milano,2024-10-23 21:00:00+00:00,0.0,1.0
2,0,3,6,1,0,0,3,4,6,1.6,1.8,3.0,1.0,0,0,0,21,21,0,0,0,50.0,84.0,-34.0,0,3,2,RB Leipzig,Liverpool FC,2024-10-23 21:00:00+00:00,0.0,1.0
4,0,1,12,2,0,1,6,4,10,2.8,1.6,2.0,3.0,0,0,0,13,12,0,0,0,50.0,55.0,-5.0,0,4,2,ŠK Slovan Bratislava,GNK Dinamo Zagreb,2024-11-05 18:45:00+00:00,1.0,4.0
1,4,0,7,0,0,1,0,3,3,1.2,1.0,0.0,1.0,0,0,0,13,13,0,0,0,58.0,50.0,8.0,0,4,1,PSV,Girona FC,2024-11-05 18:45:00+00:00,4.0,0.0
2,1,1,7,2,1,2,7,7,1,2.5,1.5,1.8,1.6,0,0,0,13,13,0,0,0,45.0,50.0,-5.0,0,4,1,Celtic FC,RB Leipzig,2024-11-05 21:00:00+00:00,3.0,1.0
3,0,0,9,1,0,0,3,9,6,1.6666666666666667,0.3333333333333333,3.0,2.0,0,0,0,13,14,0,0,0,50.0,85.0,-35.0,0,4,0,Lille OSC,Juventus FC,2024-11-05 21:00:00+00:00,1.0,1.0
1,0,0,3,1,1,0,4,9,7,2.0,0.0,2.5,0.5,0,0,0,13,13,0,0,0,84.0,76.0,8.0,0,4,1,Liverpool FC,Bayer 04 Leverkusen,2024-11-05 21:00:00+00:00,4.0,0.0
3,2,0,11,1,1,2,4,12,6,2.8,1.6,0.5,1.25,0,0,0,14,14,0,0,0,128.0,72.0,56.0,0,4,2,Real Madrid CF,AC Milan,2024-11-05 21:00:00+00:00,1.0,3.0
0,1,0,1,0,1,0,1,1,7,0.0,0.0,2.0,2.0,0,0,0,14,14,0,0,0,50.0,50.0,0.0,0,4,2,Bologna FC 1909,AS Monaco FC,2024-11-05 21:00:00+00:00,0.0,1.0
1,0,0,3,4,1,0,13,7,9,2.0,0.0,3.2,1.4,0,0,0,14,13,0,0,0,64.0,103.0,-39.0,0,4,1,Sporting Clube de Portugal,Manchester City FC,2024-11-05 21:00:00+00:00,4.0,1.0
4,0,1,12,0,0,1,0,9,0,2.8,1.0,1.0,2.0,0,0,0,14,14,0,0,0,78.0,50.0,28.0,0,4,1,Borussia Dortmund,SK Sturm Graz,2024-11-05 21:00:00+00:00,1.0,0.0
2,0,2,6,1,1,3,4,4,6,0.75,1.5,0.8,2.4,0,0,0,14,13,0,0,0,50.0,46.0,4.0,0,4,1,FK Shakhtar Donetsk,BSC Young Boys,2024-11-06 18:45:00+00:00,2.0,1.0
1,1,3,4,1,1,3,4,3,9,1.6,1.8,1.4,1.8,0,0,0,15,14,0,0,0,38.0,98.0,-60.0,0,4,2,FK Crvena Zvezda,FC Barcelona,2024-11-06 21:00:00+00:00,2.0,5.0
3,1,0,10,1,0,0,3,10,7,2.5,0.75,4.0,0.0,0,0,0,14,14,0,0,0,45.0,50.0,-5.0,0,4,2,AC Sparta Praha,Stade Brestois 29,2024-11-06 21:00:00+00:00,1.0,2.0
0,1,0,1,1,0,0,3,4,5,1.0,1.0,3.0,0.0,0,0,0,15,14,0,0,0,50.0,72.0,-22.0,0,4,2,VfB Stuttgart,Atalanta BC,2024-11-06 21:00:00+00:00,0.0,2.0
4,1,0,13,1,2,2,5,10,8,1.6,0.2,0.6,0.8,0,0,0,14,15,0,0,0,79.0,97.0,-18.0,0,4,1,FC Internazionale Milano,Arsenal FC,2024-11-06 21:00:00+00:00,1.0,0.0
2,1,2,7,1,1,3,4,4,6,1.2,1.0,1.4,2.4,0,0,0,15,14,0,0,0,92.0,88.0,4.0,0,4,2,Paris Saint-Germain FC,Club Atlético de Madrid,2024-11-06 21:00:00+00:00,1.0,2.0
2,0,2,6,1,2,2,5,6,4,1.5,2.0,1.2,1.6,0,0,0,14,14,0,0,0,50.0,54.0,-4.0,0,4,2,Feyenoord Rotterdam,FC Red Bull Salzburg,2024-11-06 21:00:00+00:00,1.0,3.0
3,2,0,11,2,0,2,6,4,10,3.0,0.8,1.5,1.5,0,0,0,14,14,0,0,0,107.0,71.0,36.0,0,4,1,FC Bayern München,SL Benfica,2024-11-06 21:15:00+00:00,1.0,0.0
3,0,2,9,2,1,2,7,3,9,2.2,2.0,1.0,1.2,0,0,0,21,20,0,0,0,50.0,72.0,-22.0,0,5,2,ŠK Slovan Bratislava,AC Milan,2024-11-26 18:45:00+00:00,2.0,3.0
3,1,1,10,2,0,3,6,7,6,2.2,1.0,1.4,2.2,0,0,0,19,19,0,0,0,45.0,88.0,-43.0,0,5,2,AC Sparta Praha,Club Atlético de Madrid,2024-11-26 18:45:00+00:00,0.0,6.0
2,0,0,6,0,2,3,2,10,7,3.0,0.5,0.2,0.8,0,0,0,21,20,0,0,0,64.0,97.0,-33.0,0,5,2,Sporting Clube de Portugal,Arsenal FC,2024-11-26 21:00:00+00:00,1.0,5.0
2,0,3,6,2,0,0,6,3,8,1.2,1.8,2.5,0.0,0,0,0,20,20,0,0,0,46.0,72.0,-26.0,0,5,2,BSC Young Boys,Atalanta BC,2024-11-26 21:00:00+00:00,1.0,6.0
4,1,0,13,2,1,2,7,6,4,3.2,0.8,1.4,1.2,0,0,0,19,20,0,0,0,107.0,92.0,15.0,0,5,1,FC Bayern München,Paris Saint-Germain FC,2024-11-26 21:00:00+00:00,1.0,0.0
4,0,1,12,2,0,0,6,9,10,3.0,1.4,3.0,0.5,0,0,0,20,20,0,0,0,98.0,50.0,48.0,0,5,1,FC Barcelona,Stade Brestois 29,2024-11-26 21:00:00+00:00,3.0,0.0
4,1,0,13,1,1,3,4,10,1,1.6,0.2,1.4,2.0,0,0,0,20,21,0,0,0,79.0,50.0,29.0,0,5,1,FC Internazionale Milano,RB Leipzig,2024-11-26 21:00:00+00:00,1.0,0.0
3,2,0,11,2,0,3,6,8,6,2.4,0.8,1.8,1.8,0,0,0,21,20,0,0,0,103.0,50.0,53.0,0,5,0,Manchester City FC,Feyenoord Rotterdam,2024-11-26 21:00:00+00:00,3.0,3.0
1,0,0,3,2,2,1,8,7,4,1.0,0.0,1.6,1.4,0,0,0,21,20,0,0,0,76.0,54.0,22.0,0,5,1,Bayer 04 Leverkusen,FC Red Bull Salzburg,2024-11-26 21:00:00+00:00,5.0,0.0
1,0,4,3,1,0,1,3,3,4,1.6,2.4,1.0,1.5,0,0,0,20,20,0,0,0,38.0,50.0,-12.0,0,5,1,FK Crvena Zvezda,VfB Stuttgart,2024-11-27 18:45:00+00:00,5.0,1.0
1,1,0,4,2,1,2,7,10,9,2.5,1.0,1.6,1.6,0,0,0,22,22,0,0,0,55.0,78.0,-23.0,0,5,2,GNK Dinamo Zagreb,Borussia Dortmund,2024-11-27 21:00:00+00:00,0.0,3.0
2,3,0,9,1,1,3,4,5,4,1.6,0.6,1.4,2.0,0,0,0,22,21,0,0,0,58.0,50.0,8.0,0,5,1,PSV,FK Shakhtar Donetsk,2024-11-27 21:00:00+00:00,3.0,2.0
2,0,0,6,2,2,1,8,12,9,3.0,0.0,1.2,0.8,0,0,0,22,22,0,0,0,84.0,128.0,-44.0,0,5,1,Liverpool FC,Real Madrid CF,2024-11-27 21:00:00+00:00,2.0,0.0
3,1,1,10,1,0,1,3,10,6,2.6,1.4,1.0,1.5,0,0,0,22,21,0,0,0,45.0,50.0,-5.0,0,5,0,Celtic FC,Club Brugge KV,2024-11-27 21:00:00+00:00,1.0,1.0
0,1,1,1,1,1,2,4,1,7,0.0,0.5,1.25,1.5,0,0,0,22,22,0,0,0,50.0,50.0,0.0,0,5,2,Bologna FC 1909,Lille OSC,2024-11-27 21:00:00+00:00,1.0,2.0
2,0,0,6,1,1,0,4,9,7,1.5,0.0,2.0,1.5,0,0,0,21,22,0,0,0,50.0,85.0,-35.0,0,5,0,Aston Villa FC,Juventus FC,2024-11-27 21:00:00+00:00,0.0,0.0
2,0,0,6,2,0,3,6,10,9,3.5,1.0,1.2,1.4,0,0,0,22,20,0,0,0,50.0,71.0,-21.0,0,5,2,AS Monaco FC,SL Benfica,2024-11-27 21:00:00+00:00,2.0,3.0
1,0,1,3,2,0,0,6,3,15,2.0,1.5,2.0,0.5,0,0,0,13,12,0,0,0,50.0,84.0,-34.0,0,6,2,Girona FC,Liverpool FC,2024-12-10 18:45:00+00:00,0.0,1.0
1,1,1,4,0,1,4,1,7,8,1.6666666666666667,1.6666666666666667,0.2,3.4,0,0,0,12,12,0,0,0,55.0,45.0,10.0,0,6,0,GNK Dinamo Zagreb,Celtic FC,2024-12-10 18:45:00+00:00,0.0,0.0
1,1,0,4,1,2,2,5,10,8,1.5,1.0,1.2,1.8,0,0,0,14,13,0,0,0,50.0,58.0,-8.0,0,6,1,Stade Brestois 29,PSV,2024-12-10 21:00:00+00:00,1.0,0.0
2,0,3,6,1,0,1,3,0,10,1.4,1.4,1.5,0.5,0,0,0,14,13,0,0,0,50.0,50.0,0.0,0,6,2,RB Leipzig,Aston Villa FC,2024-12-10 21:00:00+00:00,2.0,3.0
0,2,0,2,1,2,2,5,11,6,0.0,0.0,1.0,1.2,0,0,0,14,13,0,0,0,72.0,128.0,-56.0,0,6,2,Atalanta BC,Real Madrid CF,2024-12-10 21:00:00+00:00,2.0,3.0
2,0,0,6,2,2,1,8,10,13,3.0,0.0,1.2,1.0,0,0,0,14,14,0,0,0,76.0,79.0,-3.0,0,6,1,Bayer 04 Leverkusen,FC Internazionale Milano,2024-12-10 21:00:00+00:00,1.0,0.0
1,0,1,3,1,1,0,4,7,10,0.5,1.5,1.5,0.5,0,0,0,13,14,0,0,0,50.0,64.0,-14.0,0,6,1,Club Brugge KV,Sporting Clube de Portugal,2024-12-10 21:00:00+00:00,2.0,1.0
3,0,2,9,0,1,4,1,4,9,1.0,1.4,0.8,2.0,0,0,0,13,14,0,0,0,50.0,107.0,-57.0,0,6,2,FK Shakhtar Donetsk,FC Bayern München,2024-12-10 21:00:00+00:00,1.0,5.0
1,1,3,4,2,0,3,6,3,4,0.8,2.2,1.2,1.2,0,0,0,14,14,0,0,0,54.0,92.0,-38.0,0,6,2,FC Red Bull Salzburg,Paris Saint-Germain FC,2024-12-10 21:00:00+00:00,0.0,3.0
3,1,0,10,0,0,2,0,10,3,1.5,0.5,0.5,1.5,0,0,0,13,14,0,0,0,50.0,50.0,0.0,0,6,1,Lille OSC,SK Sturm Graz,2024-12-11 18:45:00+00:00,3.0,2.0
4,0,1,12,0,3,2,3,9,0,1.8,1.2,0.6,1.8,0,0,0,15,15,0,0,0,88.0,50.0,38.0,0,6,1,Club Atlético de Madrid,ŠK Slovan Bratislava,2024-12-11 18:45:00+00:00,3.0,1.0
0,1,1,1,1,0,4,3,4,0,0.5,1.5,0.6,2.4,0,0,0,14,15,0,0,0,50.0,46.0,4.0,0,6,1,VfB Stuttgart,BSC Young Boys,2024-12-11 21:00:00+00:00,5.0,1.0
4,0,1,12,2,1,2,7,12,12,2.6,1.0,2.4,2.0,0,0,0,14,15,0,0,0,78.0,98.0,-20.0,0,6,2,Borussia Dortmund,FC Barcelona,2024-12-11 21:00:00+00:00,2.0,3.0
2,1,2,7,0,0,5,0,9,3,1.4,1.6,0.6,3.2,0,0,0,15,14,0,0,0,72.0,38.0,34.0,0,6,1,AC Milan,FK Crvena Zvezda,2024-12-11 21:00:00+00:00,2.0,1.0
1,1,3,4,0,0,2,0,9,1,1.6,1.8,0.0,2.0,0,0,0,14,14,0,0,0,71.0,50.0,21.0,0,6,0,SL Benfica,Bologna FC 1909,2024-12-11 21:00:00+00:00,0.0,0.0
4,1,0,13,1,1,0,4,10,10,2.4,0.4,1.5,1.0,0,0,0,15,14,0,0,0,97.0,50.0,47.0,0,6,1,Arsenal FC,AS Monaco FC,2024-12-11 21:00:00+00:00,3.0,0.0
1,0,1,3,3,1,1,10,8,8,1.5,1.0,2.8,2.0,0,0,0,14,15,0,0,0,85.0,103.0,-18.0,0,6,1,Juventus FC,Manchester City FC,2024-12-11 21:00:00+00:00,2.0,0.0
2,0,3,6,3,1,1,10,7,4,1.4,2.2,1.6,1.6,0,0,0,15,15,0,0,0,50.0,45.0,5.0,0,6,1,Feyenoord Rotterdam,AC Sparta Praha,2024-12-11 21:00:00+00:00,4.0,2.0
2,0,1,6,2,0,1,6,7,10,3.0,1.6666666666666667,2.0,1.0,0,0,0,40,41,0,0,0,50.0,50.0,0.0,0,7,1,AS Monaco FC,Aston Villa FC,2025-01-21 18:45:00+00:00,1.0,0.0
0,2,1,2,0,0,3,0,10,3,0.6666666666666666,1.0,1.0,2.0,0,0,0,41,41,0,0,0,72.0,50.0,22.0,0,7,1,Atalanta BC,SK Sturm Graz,2025-01-21 18:45:00+00:00,5.0,0.0
2,0,3,6,1,1,3,4,3,8,2.4,2.2,1.0,1.8,0,0,0,41,42,0,0,0,38.0,58.0,-20.0,0,7,2,FK Crvena Zvezda,PSV,2025-01-21 21:00:00+00:00,2.0,3.0
2,0,1,6,1,2,0,5,10,8,1.0,1.3333333333333333,1.3333333333333333,1.0,0,0,0,42,41,0,0,0,50.0,85.0,-35.0,0,7,0,Club Brugge KV,Juventus FC,2025-01-21 21:00:00+00:00,0.0,0.0
1,2,2,5,3,1,1,10,7,15,1.6,1.4,2.6,1.8,0,0,0,41,41,0,0,0,71.0,98.0,-27.0,0,7,2,SL Benfica,FC Barcelona,2025-01-21 21:00:00+00:00,4.0,5.0
0,1,2,1,3,0,2,9,1,9,0.3333333333333333,1.0,2.0,1.4,0,0,0,41,41,0,0,0,50.0,78.0,-28.0,0,7,1,Bologna FC 1909,Borussia Dortmund,2025-01-21 21:00:00+00:00,2.0,1.0
3,0,0,9,2,1,2,7,15,13,2.6666666666666665,0.0,1.4,1.4,0,0,0,42,41,0,0,0,84.0,50.0,34.0,0,7,1,Liverpool FC,Lille OSC,2025-01-21 21:00:00+00:00,2.0,1.0
2,0,3,6,1,0,2,3,0,7,1.6,2.6,1.0,2.6666666666666665,0,0,0,41,41,0,0,0,50.0,50.0,0.0,0,7,2,ŠK Slovan Bratislava,VfB Stuttgart,2025-01-21 21:00:00+00:00,1.0,3.0
4,0,1,12,1,1,1,4,9,10,2.0,1.4,1.6666666666666667,1.6666666666666667,0,0,0,41,42,0,0,0,88.0,76.0,12.0,0,7,1,Club Atlético de Madrid,Bayer 04 Leverkusen,2025-01-21 21:00:00+00:00,2.0,1.0
1,0,4,3,1,1,1,4,0,7,1.2,1.8,1.3333333333333333,1.0,0,0,0,42,42,0,0,0,50.0,64.0,-14.0,0,7,1,RB Leipzig,Sporting Clube de Portugal,2025-01-22 18:45:00+00:00,2.0,1.0
3,0,2,9,2,0,1,6,3,10,1.0,1.8,2.0,1.3333333333333333,0,0,0,42,42,0,0,0,50.0,50.0,0.0,0,7,1,FK Shakhtar Donetsk,Stade Brestois 29,2025-01-22 18:45:00+00:00,2.0,0.0
2,0,3,6,1,1,3,4,10,9,1.8,2.6,1.8,2.0,0,0,0,42,43,0,0,0,50.0,107.0,-57.0,0,7,1,Feyenoord Rotterdam,FC Bayern München,2025-01-22 21:00:00+00:00,3.0,0.0
3,2,0,11,1,0,4,3,6,0,2.6,1.2,0.8,2.8,0,0,0,43,42,0,0,0,45.0,46.0,-1.0,0,7,1,Celtic FC,BSC Young Boys,2025-01-22 21:00:00+00:00,1.0,0.0
3,0,2,9,0,0,3,0,12,3,1.8,1.8,0.0,2.0,0,0,0,42,43,0,0,0,72.0,50.0,22.0,0,7,1,AC Milan,Girona FC,2025-01-22 21:00:00+00:00,1.0,0.0
4,1,0,13,3,0,1,9,12,8,1.8,0.4,2.5,2.5,0,0,0,42,43,0,0,0,97.0,55.0,42.0,0,7,1,Arsenal FC,GNK Dinamo Zagreb,2025-01-22 21:00:00+00:00,3.0,0.0
1,1,3,4,2,1,2,7,4,7,1.0,1.4,2.2,2.0,0,0,0,43,42,0,0,0,92.0,103.0,-11.0,0,7,1,Paris Saint-Germain FC,Manchester City FC,2025-01-22 21:00:00+00:00,4.0,2.0
2,1,2,7,1,2,2,5,1,12,1.4,1.8,1.0,1.2,0,0,0,42,43,0,0,0,45.0,79.0,-34.0,0,7,2,AC Sparta Praha,FC Internazionale Milano,2025-01-22 21:00:00+00:00,0.0,1.0
3,1,1,10,2,1,2,7,6,3,2.8,2.0,1.6,2.4,0,0,0,43,43,0,0,0,128.0,54.0,74.0,0,7,1,Real Madrid CF,FC Red Bull Salzburg,2025-01-22 21:00:00+00:00,5.0,1.0
2,3,0,9,1,1,1,4,4,8,2.4,1.0,1.0,1.3333333333333333,0,0,0,7,8,0,0,0,103.0,50.0,53.0,0,8,1,Manchester City FC,Club Brugge KV,2025-01-29 21:00:00+00:00,3.0,1.0
1,1,3,4,2,0,3,6,3,12,0.6,2.2,2.0,2.0,0,0,0,7,8,0,0,0,54.0,88.0,-34.0,0,8,2,FC Red Bull Salzburg,Club Atlético de Madrid,2025-01-29 21:00:00+00:00,1.0,4.0
2,3,0,9,3,0,0,9,10,15,2.0,1.0,1.6666666666666667,0.3333333333333333,0,0,0,8,8,0,0,0,58.0,84.0,-26.0,0,8,1,PSV,Liverpool FC,2025-01-29 21:00:00+00:00,3.0,2.0
