id,date,matchday,home_team,away_team,home_score,away_score,status
1771528443831,2017-09-12T20:45:00Z,1,Manchester United FC,FC Basel 1893,3.0,0.0,FINISHED
1771528443833,2017-09-12T20:45:00Z,1,SL Benfica,CSKA Moskva,1.0,2.0,FINISHED
1771528443846,2017-09-12T20:45:00Z,1,FC Bayern München,RSC Anderlecht,3.0,0.0,FINISHED
1771528443847,2017-09-12T20:45:00Z,1,Celtic FC,Paris Saint-Germain FC,0.0,5.0,FINISHED
1771528443861,2017-09-12T20:45:00Z,1,AS Roma,Club Atlético de Madrid,0.0,0.0,FINISHED
1771528443862,2017-09-12T20:45:00Z,1,Chelsea FC,Qarabağ FK,6.0,0.0,FINISHED
1771528443876,2017-09-12T20:45:00Z,1,FC Barcelona,Juventus FC,3.0,0.0,FINISHED
1771528443877,2017-09-12T20:45:00Z,1,Olympiakos Piraeus,Sporting Clube de Portugal,2.0,3.0,FINISHED
1771528443891,2017-09-13T20:45:00Z,1,Liverpool FC,Sevilla FC,2.0,2.0,FINISHED
1771528443892,2017-09-13T20:45:00Z,1,NK Maribor,Spartak Moskva,1.0,1.0,FINISHED
1771528443906,2017-09-13T20:45:00Z,1,FK Shakhtar Donetsk,SSC Napoli,2.0,1.0,FINISHED
1771528443907,2017-09-13T20:45:00Z,1,Feyenoord Rotterdam,Manchester City FC,0.0,4.0,FINISHED
1771528443920,2017-09-13T20:45:00Z,1,FC Porto,Beşiktaş,1.0,3.0,FINISHED
1771528443922,2017-09-13T20:45:00Z,1,RB Leipzig,AS Monaco FC,1.0,1.0,FINISHED
1771528443935,2017-09-13T20:45:00Z,1,Tottenham Hotspur FC,Borussia Dortmund,3.0,1.0,FINISHED
1771528443936,2017-09-13T20:45:00Z,1,Real Madrid CF,APOEL Nikosia,3.0,0.0,FINISHED
1771528443893,2017-09-26T20:45:00Z,1,Spartak Moskva,Liverpool FC,1.0,1.0,FINISHED
1771528443894,2017-09-26T20:45:00Z,1,Sevilla FC,NK Maribor,3.0,0.0,FINISHED
1771528443908,2017-09-26T20:45:00Z,1,Manchester City FC,FK Shakhtar Donetsk,2.0,0.0,FINISHED
1771528443909,2017-09-26T20:45:00Z,1,SSC Napoli,Feyenoord Rotterdam,3.0,1.0,FINISHED
1771528443923,2017-09-26T20:45:00Z,1,AS Monaco FC,FC Porto,0.0,3.0,FINISHED
1771528443924,2017-09-26T20:45:00Z,1,Beşiktaş,RB Leipzig,2.0,0.0,FINISHED
1771528443938,2017-09-26T20:45:00Z,1,Borussia Dortmund,Real Madrid CF,1.0,3.0,FINISHED
1771528443939,2017-09-26T20:45:00Z,1,APOEL Nikosia,Tottenham Hotspur FC,0.0,3.0,FINISHED
1771528443863,2017-09-27T18:00:00Z,1,Qarabağ FK,AS Roma,1.0,2.0,FINISHED
1771528443834,2017-09-27T20:45:00Z,1,FC Basel 1893,SL Benfica,5.0,0.0,FINISHED
1771528443835,2017-09-27T20:45:00Z,1,CSKA Moskva,Manchester United FC,1.0,4.0,FINISHED
1771528443849,2017-09-27T20:45:00Z,1,Paris Saint-Germain FC,FC Bayern München,3.0,0.0,FINISHED
1771528443850,2017-09-27T20:45:00Z,1,RSC Anderlecht,Celtic FC,0.0,3.0,FINISHED
1771528443865,2017-09-27T20:45:00Z,1,Club Atlético de Madrid,Chelsea FC,1.0,2.0,FINISHED
1771528443878,2017-09-27T20:45:00Z,1,Juventus FC,Olympiakos Piraeus,2.0,0.0,FINISHED
1771528443879,2017-09-27T20:45:00Z,1,Sporting Clube de Portugal,FC Barcelona,0.0,1.0,FINISHED
1771528443896,2017-10-17T20:45:00Z,1,Spartak Moskva,Sevilla FC,5.0,1.0,FINISHED
1771528443897,2017-10-17T20:45:00Z,1,NK Maribor,Liverpool FC,0.0,7.0,FINISHED
1771528443911,2017-10-17T20:45:00Z,1,Manchester City FC,SSC Napoli,2.0,1.0,FINISHED
1771528443912,2017-10-17T20:45:00Z,1,Feyenoord Rotterdam,FK Shakhtar Donetsk,1.0,2.0,FINISHED
1771528443925,2017-10-17T20:45:00Z,1,AS Monaco FC,Beşiktaş,1.0,2.0,FINISHED
1771528443926,2017-10-17T20:45:00Z,1,RB Leipzig,FC Porto,3.0,2.0,FINISHED
1771528443940,2017-10-17T20:45:00Z,1,Real Madrid CF,Tottenham Hotspur FC,1.0,1.0,FINISHED
1771528443941,2017-10-17T20:45:00Z,1,APOEL Nikosia,Borussia Dortmund,1.0,1.0,FINISHED
1771528443866,2017-10-18T18:00:00Z,1,Qarabağ FK,Club Atlético de Madrid,0.0,0.0,FINISHED
1771528443836,2017-10-18T20:45:00Z,1,SL Benfica,Manchester United FC,0.0,1.0,FINISHED
1771528443838,2017-10-18T20:45:00Z,1,CSKA Moskva,FC Basel 1893,0.0,2.0,FINISHED
1771528443851,2017-10-18T20:45:00Z,1,RSC Anderlecht,Paris Saint-Germain FC,0.0,4.0,FINISHED
