id,date,matchday,home_team,away_team,home_score,away_score,status
1771528444543,2022-09-08T18:45:00Z,1,Heart of Midlothian,İstanbul Başakşehir,0.0,4.0,FINISHED
1771528444544,2022-09-08T18:45:00Z,1,ACF Fiorentina,FK RFS,1.0,1.0,FINISHED
1771528444558,2022-09-08T18:45:00Z,1,RSC Anderlecht,Silkeborg IF,1.0,0.0,FINISHED
1771528444573,2022-09-08T18:45:00Z,1,Austria Wien,Hapoel Be'er Sheva,0.0,0.0,FINISHED
1771528444574,2022-09-08T18:45:00Z,1,Villarreal CF,Lech Poznań,4.0,3.0,FINISHED
1771528444587,2022-09-08T18:45:00Z,1,1. FC Slovácko,Partizan,3.0,3.0,FINISHED
1771528444632,2022-09-08T18:45:00Z,1,KF Ballkani,CFR Cluj,1.0,1.0,FINISHED
1771528444589,2022-09-08T19:40:00Z,1,OGC Nice,1. FC Köln,1.0,1.0,FINISHED
1771528444559,2022-09-08T21:00:00Z,1,West Ham United,FCSB,3.0,1.0,FINISHED
1771528444602,2022-09-08T21:00:00Z,1,FC Vaduz,Apollon Limassol,0.0,0.0,FINISHED
1771528444603,2022-09-08T21:00:00Z,1,SK Dnipro-1,AZ Alkmaar,0.0,1.0,FINISHED
1771528444617,2022-09-08T21:00:00Z,1,Molde FK,KAA Gent,0.0,0.0,FINISHED
1771528444618,2022-09-08T21:00:00Z,1,Shamrock Rovers,Djurgårdens IF,0.0,0.0,FINISHED
1771528444633,2022-09-08T21:00:00Z,1,Sivasspor,SK Slavia Praha,1.0,1.0,FINISHED
1771528444647,2022-09-08T21:00:00Z,1,ŠK Slovan Bratislava,FK Žalgiris,0.0,0.0,FINISHED
1771528444648,2022-09-08T21:00:00Z,1,FC Basel 1893,Pyunik FC,3.0,1.0,FINISHED
1771528444605,2022-09-15T18:45:00Z,1,AZ Alkmaar,FC Vaduz,4.0,1.0,FINISHED
1771528444606,2022-09-15T18:45:00Z,1,Apollon Limassol,SK Dnipro-1,1.0,3.0,FINISHED
1771528444620,2022-09-15T18:45:00Z,1,KAA Gent,Shamrock Rovers,3.0,0.0,FINISHED
1771528444621,2022-09-15T18:45:00Z,1,Djurgårdens IF,Molde FK,3.0,2.0,FINISHED
1771528444634,2022-09-15T18:45:00Z,1,CFR Cluj,Sivasspor,0.0,1.0,FINISHED
1771528444636,2022-09-15T18:45:00Z,1,SK Slavia Praha,KF Ballkani,3.0,2.0,FINISHED
1771528444650,2022-09-15T18:45:00Z,1,FK Žalgiris,FC Basel 1893,0.0,1.0,FINISHED
1771528444651,2022-09-15T18:45:00Z,1,Pyunik FC,ŠK Slovan Bratislava,2.0,0.0,FINISHED
1771528444545,2022-09-15T21:00:00Z,1,İstanbul Başakşehir,ACF Fiorentina,3.0,0.0,FINISHED
1771528444546,2022-09-15T21:00:00Z,1,FK RFS,Heart of Midlothian,0.0,2.0,FINISHED
1771528444560,2022-09-15T21:00:00Z,1,FCSB,RSC Anderlecht,0.0,0.0,FINISHED
1771528444561,2022-09-15T21:00:00Z,1,Silkeborg IF,West Ham United,2.0,3.0,FINISHED
1771528444575,2022-09-15T21:00:00Z,1,Hapoel Be'er Sheva,Villarreal CF,1.0,2.0,FINISHED
1771528444576,2022-09-15T21:00:00Z,1,Lech Poznań,Austria Wien,4.0,1.0,FINISHED
1771528444590,2022-09-15T21:00:00Z,1,Partizan,OGC Nice,1.0,1.0,FINISHED
1771528444591,2022-09-15T21:00:00Z,1,1. FC Köln,1. FC Slovácko,4.0,2.0,FINISHED
1771528444563,2022-10-06T18:45:00Z,1,RSC Anderlecht,West Ham United,0.0,1.0,FINISHED
1771528444564,2022-10-06T18:45:00Z,1,Silkeborg IF,FCSB,5.0,0.0,FINISHED
1771528444578,2022-10-06T18:45:00Z,1,Lech Poznań,Hapoel Be'er Sheva,0.0,0.0,FINISHED
1771528444592,2022-10-06T18:45:00Z,1,1. FC Slovácko,OGC Nice,0.0,1.0,FINISHED
1771528444607,2022-10-06T18:45:00Z,1,SK Dnipro-1,FC Vaduz,2.0,2.0,FINISHED
1771528444622,2022-10-06T18:45:00Z,1,Molde FK,Shamrock Rovers,3.0,0.0,FINISHED
1771528444637,2022-10-06T18:45:00Z,1,Sivasspor,KF Ballkani,3.0,4.0,FINISHED
1771528444652,2022-10-06T18:45:00Z,1,Pyunik FC,FK Žalgiris,2.0,0.0,FINISHED
1771528444548,2022-10-06T21:00:00Z,1,Heart of Midlothian,ACF Fiorentina,0.0,3.0,FINISHED
1771528444549,2022-10-06T21:00:00Z,1,FK RFS,İstanbul Başakşehir,0.0,0.0,FINISHED
1771528444579,2022-10-06T21:00:00Z,1,Villarreal CF,Austria Wien,5.0,0.0,FINISHED
1771528444594,2022-10-06T21:00:00Z,1,1. FC Köln,Partizan,0.0,1.0,FINISHED
1771528444608,2022-10-06T21:00:00Z,1,AZ Alkmaar,Apollon Limassol,3.0,2.0,FINISHED
1771528444623,2022-10-06T21:00:00Z,1,KAA Gent,Djurgårdens IF,0.0,1.0,FINISHED
1771528444638,2022-10-06T21:00:00Z,1,SK Slavia Praha,CFR Cluj,0.0,1.0,FINISHED
1771528444653,2022-10-06T21:00:00Z,1,FC Basel 1893,ŠK Slovan Bratislava,0.0,2.0,FINISHED
